instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
scikit-learn__scikit-learn-25570,PASS,27174.841,23854.671,3320.171,2586.367,1417.252,18841.806,28.166,18536.48,8750.656,160.33,620.204,389.041,116.83,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,29005.42,25727.546,3277.874,2850.058,1288.638,20322.602,29.933,19776.686,8867.592,362.59,570.224,696.024,153.393,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,39455.506,36149.017,3306.489,3089.13,1947.872,28546.986,44.967,28057.567,10571.531,301.761,570.565,1994.465,142.691,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,27436.686,24585.251,2851.435,2587.863,1998.484,18937.484,23.463,18572.616,9617.084,250.774,671.272,390.149,90.631,33,33,33,0,True
sympy__sympy-11870,PASS,41730.321,34449.168,7281.153,2596.294,1392.502,27823.286,37.277,26962.782,13147.99,547.114,774.448,1862.637,276.113,49,49,47,2,True
sympy__sympy-12236,PASS,52349.927,45050.515,7299.412,2579.18,1284.948,37532.88,49.867,36694.867,18338.482,574.099,621.18,3032.327,214.047,64,64,64,0,True
sympy__sympy-12419,PASS,31858.48,28783.631,3074.849,2878.617,1280.531,22784.59,30.588,22039.857,11316.736,600.206,721.172,1118.721,113.939,40,40,40,0,True
sympy__sympy-12454,PASS,19282.565,16321.976,2960.59,2592.455,1281.582,11660.763,14.015,11425.066,4729.388,168.22,669.877,117.298,53.462,21,21,21,0,True
sympy__sympy-12481,PASS,24324.2,21379.438,2944.762,2859.948,1391.465,16063.812,21.21,15515.081,6797.482,459.227,620.088,444.125,68.294,33,33,33,0,True
sympy__sympy-16503,PASS,20996.038,17966.293,3029.745,2860.653,1279.862,13015.344,14.138,12730.849,6868.11,204.813,669.921,140.514,65.544,22,22,22,0,True
sympy__sympy-18698,PASS,57403.481,54456.971,2946.51,2880.192,1394.7,41800.351,80.558,40943.087,16019.379,545.469,671.129,7710.599,231.237,93,93,92,1,True
sympy__sympy-20049,PASS,44788.231,41670.476,3117.755,2890.968,1403.917,34509.506,42.958,33651.337,19273.334,592.423,570.846,2295.238,222.788,53,53,53,0,True
sympy__sympy-20212,PASS,22941.994,19725.074,3216.92,2863.956,1281.859,14375.321,20.733,14112.51,6427.221,177.582,971.6,232.338,64.496,29,29,29,0,True
sympy__sympy-20639,PASS,20561.282,17636.986,2924.295,2770.161,1280.012,12681.834,14.896,12478.885,6358.156,136.28,769.943,135.037,51.773,23,23,23,0,True
sympy__sympy-21171,PASS,20303.835,17519.545,2784.289,2631.482,1310.15,12723.136,13.819,12500.715,6662.345,157.554,720.178,134.599,51.048,22,22,22,0,True
sympy__sympy-22714,PASS,28987.251,25882.167,3105.084,2642.525,1402.063,20375.703,35.84,20033.415,7326.671,215.127,670.17,791.705,91.321,48,48,48,0,True
sympy__sympy-22840,PASS,38012.776,35191.294,2821.481,2864.003,1296.987,28334.713,45.13,27627.34,11839.663,520.405,520.558,2175.034,141.838,59,59,59,0,True
