instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
matplotlib__matplotlib-23314,PASS,21296.639,18374.183,2922.456,2972.737,1306.287,13297.784,14.047,13118.229,6632.558,109.032,670.679,126.697,56.476,23,23,23,0,True
matplotlib__matplotlib-24149,PASS,19110.822,16016.929,3093.893,2956.796,1308.776,10925.046,12.621,10716.262,5363.979,146.488,720.008,106.303,49.675,19,19,19,0,True
matplotlib__matplotlib-26011,PASS,20236.709,16992.73,3243.979,2965.187,1306.293,11938.614,13.102,11761.553,5829.681,112.511,669.93,112.706,51.448,21,21,21,0,True
mwaskom__seaborn-3407,PASS,51400.335,44152.238,7248.097,2521.637,1295.495,39414.992,24.761,39068.79,30535.263,227.076,577.655,342.459,94.365,32,32,32,0,True
pallets__flask-5063,PASS,26828.454,21182.046,5646.408,2522.752,1283.016,16369.45,22.457,16058.725,6104.097,195.574,569.833,436.996,92.694,37,37,37,0,True
pydata__xarray-4493,PASS,35469.024,32559.912,2909.112,2534.654,1398.564,27168.908,39.053,26764.922,14002.53,251.897,571.055,886.731,113.036,49,49,49,0,True
pylint-dev__pylint-7080,PASS,18108.57,15248.424,2860.147,2964.464,1373.327,10078.596,15.161,9854.434,3809.877,155.117,670.105,161.932,53.884,22,22,22,0,True
pytest-dev__pytest-5221,PASS,25995.567,23019.19,2976.377,2535.474,1275.058,18100.143,26.667,17750.193,7321.281,239.496,569.819,538.696,83.787,40,40,40,0,True
scikit-learn__scikit-learn-14092,PASS,21912.254,19032.069,2880.186,2591.048,1413.429,14066.839,21.144,13509.662,5024.587,407.609,620.273,340.479,128.424,30,30,30,0,True
scikit-learn__scikit-learn-25570,PASS,26769.3,23914.991,2854.308,2589.427,1414.754,18853.952,28.182,18550.036,8763.103,159.828,670.102,386.756,115.906,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,28518.721,25537.38,2981.341,2605.661,1291.556,20305.716,29.742,19647.793,8879.549,475.298,620.089,714.357,152.883,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,39494.175,36492.544,3001.631,3341.475,1884.33,28587.623,45.605,28094.838,10583.145,302.331,670.987,2008.129,144.849,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,27669.484,24336.077,3333.407,2579.565,1884.47,18920.101,23.422,18557.381,9603.354,249.113,569.969,381.972,90.185,33,33,33,0,True
sympy__sympy-11870,PASS,37713.318,34878.045,2835.273,2894.59,1393.258,27931.154,38.164,26818.381,13131.52,674.789,771.27,1887.773,399.82,49,49,47,2,True
sympy__sympy-12236,PASS,48039.241,45171.651,2867.591,2842.566,1286.798,37393.507,50.452,36557.558,18271.28,570.599,623.019,3025.761,214.898,64,64,64,0,True
sympy__sympy-12419,PASS,31610.266,28487.459,3122.807,2840.629,1284.431,22764.249,30.262,22024.699,11303.198,596.084,771.416,826.734,113.204,40,40,40,0,True
sympy__sympy-12454,PASS,19689.171,16384.314,3304.856,2731.163,1281.379,11584.345,14.25,11346.302,4737.518,169.856,670.468,116.96,53.937,21,21,21,0,True
sympy__sympy-12481,PASS,24950.589,21196.718,3753.871,2612.626,1394.595,16074.196,21.405,15526.832,6804.871,457.314,670.036,445.265,68.645,33,33,33,0,True
sympy__sympy-16503,PASS,21319.039,17756.806,3562.233,2608.543,1280.066,13004.848,14.214,12718.794,6855.292,206.106,722.403,140.946,65.734,22,22,22,0,True
sympy__sympy-18698,PASS,57857.675,54003.223,3854.451,2906.116,1395.827,41736.252,79.73,40917.401,16015.621,539.523,671.096,7293.933,199.598,93,93,92,1,True
sympy__sympy-20049,PASS,49311.743,42030.28,7281.464,2625.408,1403.645,34513.865,42.498,33655.191,19266.403,592.792,872.987,2614.375,223.384,53,53,53,0,True
sympy__sympy-20212,PASS,22398.826,19150.328,3248.498,2594.291,1281.2,14371.168,20.772,14105.021,6424.207,178.013,670.374,233.297,67.362,29,29,29,0,True
sympy__sympy-20639,PASS,24865.595,17621.363,7244.232,2781.807,1279.747,12657.525,14.782,12454.09,6345.722,136.544,769.999,132.284,52.109,23,23,23,0,True
sympy__sympy-21171,PASS,24734.042,17482.254,7251.788,2618.42,1309.398,12701.343,13.536,12482.177,6645.153,155.332,719.968,133.125,50.298,22,22,22,0,True
sympy__sympy-22714,PASS,33323.215,26072.382,7250.833,2800.807,1400.855,20358.423,35.313,20017.215,7323.161,215.149,723.024,789.274,90.746,48,48,48,0,True
sympy__sympy-22840,PASS,42323.482,35063.209,7260.272,2625.591,1306.575,28360.294,45.461,27777.623,11860.506,395.416,720.666,2050.083,141.794,59,59,59,0,True
