instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
matplotlib__matplotlib-26011,PASS,22529.179,19288.81,3240.369,3583.781,1404.927,13497.07,13.395,13279.996,6748.679,146.038,672.621,130.411,57.641,21,21,21,0,True
mwaskom__seaborn-3407,PASS,54276.862,51092.052,3184.811,2659.895,1424.449,45998.369,27.289,45579.888,36115.141,283.227,626.684,382.655,107.965,32,32,32,0,True
pallets__flask-5063,PASS,26373.094,22981.412,3391.682,2606.297,1405.672,17901.91,24.106,17512.567,6572.901,258.246,571.311,496.222,106.991,37,37,37,0,True
pydata__xarray-4493,PASS,40280.886,36222.087,4058.799,2644.707,1520.527,30439.528,45.772,29920.543,15828.84,336.674,572.122,1045.203,136.539,49,49,49,0,True
pylint-dev__pylint-7080,PASS,23726.625,16298.029,7428.596,2840.249,1523.947,11120.711,15.619,10840.142,4201.611,204.025,625.637,187.486,60.925,22,22,22,0,True
pytest-dev__pytest-5221,PASS,32596.67,25166.685,7429.985,2660.191,1405.887,19906.261,28.903,19470.375,7930.794,311.683,571.918,622.428,95.3,40,40,40,0,True
scikit-learn__scikit-learn-14092,PASS,28320.414,20891.766,7428.649,2756.415,1553.671,15565.392,23.204,15045.214,5505.523,345.846,622.34,393.947,151.128,30,30,30,0,True
scikit-learn__scikit-learn-25570,PASS,39002.242,26648.159,12354.083,2878.723,1543.589,21114.296,30.79,20743.742,9895.418,208.109,672.208,439.343,131.655,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,35790.1,28348.853,7441.247,2874.723,1427.255,22618.539,32.823,21861.097,9920.626,421.316,622.514,805.822,303.303,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,47241.492,39549.157,7692.335,2894.927,1792.471,31732.697,55.326,31102.504,11723.853,378.762,572.878,2556.183,196.105,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,30673.628,27050.351,3623.277,2842.431,1795.721,21356.177,26.127,20911.675,10839.458,314.411,622.539,433.484,103.964,33,33,33,0,True
sympy__sympy-11870,PASS,41195.792,37751.908,3443.883,2738.043,1514.798,30808.318,51.125,29620.125,14370.179,767.647,672.826,2017.924,369.421,49,49,47,2,True
sympy__sympy-12236,PASS,52314.023,48763.093,3550.93,2808.96,1402.119,40902.833,65.395,39866.246,20135.655,668.568,672.398,2976.784,302.624,64,64,64,0,True
sympy__sympy-12419,PASS,34099.074,30994.49,3104.583,2737.328,1397.455,25201.426,37.216,24328.577,12471.625,684.777,624.869,1033.412,150.856,40,40,40,0,True
sympy__sympy-12454,PASS,20545.633,17408.517,3137.116,2889.762,1424.663,12330.13,16.503,12034.928,5230.32,215.867,623.289,140.673,62.832,21,21,21,0,True
sympy__sympy-12481,PASS,26300.411,23173.48,3126.931,2749.35,1497.923,17730.929,24.614,17072.319,7392.912,551.86,674.802,520.475,82.136,33,33,33,0,True
sympy__sympy-16503,PASS,22985.014,19640.093,3344.922,2935.647,1412.21,14440.584,15.235,14083.023,7590.789,265.829,675.347,176.303,76.497,22,22,22,0,True
sympy__sympy-18698,PASS,61998.091,58558.355,3439.736,2929.805,1533.526,45823.894,112.845,44754.005,17314.01,664.845,622.89,7648.241,292.199,93,93,92,1,True
sympy__sympy-20049,PASS,49373.345,45858.905,3514.441,2909.796,1521.159,38464.21,57.482,37508.339,21383.935,588.167,573.481,2390.259,310.222,53,53,53,0,True
sympy__sympy-20212,PASS,24225.265,21077.295,3147.97,2921.663,1397.79,15800.393,23.509,15459.967,7005.595,243.699,672.805,284.644,73.218,29,29,29,0,True
sympy__sympy-20639,PASS,22554.745,19214.591,3340.154,2957.661,1413.117,14054.073,16.917,13792.036,7013.411,185.154,621.248,168.492,59.966,23,23,23,0,True
sympy__sympy-21171,PASS,22796.778,19366.323,3430.455,2980.105,1471.401,14081.207,14.326,13807.675,7336.381,201.797,674.084,159.525,57.409,22,22,22,0,True
sympy__sympy-22714,PASS,31522.45,28355.068,3167.382,2915.328,1527.947,22311.14,41.555,21849.848,7864.754,309.971,675.706,924.948,109.766,48,48,48,0,True
sympy__sympy-22840,PASS,41815.675,38656.803,3158.872,2892.217,1419.179,31332.786,57.701,30471.346,12986.276,610.022,673.227,2339.393,193.717,59,59,59,0,True
