instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
sympy__sympy-11870,PASS,39358.398,36256.699,3101.699,2682.735,1421.267,29669.331,40.735,28416.914,14235.276,763.788,621.993,1861.372,447.894,49,49,47,2,True
sympy__sympy-12236,PASS,49156.191,46011.82,3144.371,2403.405,1315.498,38714.762,53.175,37777.391,19825.501,636.592,572.625,3005.53,247.604,64,64,64,0,True
sympy__sympy-12419,PASS,32638.645,29558.546,3080.098,2402.541,1324.455,24219.587,32.83,23380.044,12316.111,675.174,571.526,1040.437,131.539,40,40,40,0,True
sympy__sympy-12454,PASS,19439.031,15848.858,3590.173,2398.118,1310.076,11491.368,15.592,11215.343,5093.041,198.87,521.443,127.853,61.563,21,21,21,0,True
sympy__sympy-12481,PASS,24946.208,21826.522,3119.686,2391.537,1428.286,16889.581,23.22,16278.576,7279.955,508.837,622.759,494.36,78.948,33,33,33,0,True
sympy__sympy-16503,PASS,21460.882,18344.296,3116.586,2448.071,1307.503,13852.88,15.153,13527.341,7467.479,236.217,571.98,163.862,74.169,22,22,22,0,True
sympy__sympy-18698,PASS,59273.365,56167.502,3105.863,2433.707,1425.417,43442.308,83.622,42537.428,16875.91,600.713,672.636,8193.435,220.545,93,93,92,1,True
sympy__sympy-20049,PASS,47601.13,44529.272,3071.858,2445.515,1432.195,37609.37,45.696,36638.241,21423.693,662.862,571.168,2471.024,262.571,53,53,53,0,True
sympy__sympy-20212,PASS,22804.714,19782.797,3021.918,2435.296,1307.657,15151.789,22.504,14845.093,6909.759,210.607,621.008,267.047,73.585,29,29,29,0,True
sympy__sympy-20639,PASS,21441.314,18228.562,3212.752,2701.821,1312.425,13486.354,16.156,13253.883,6941.998,158.083,572.7,155.264,58.232,23,23,23,0,True
sympy__sympy-21171,PASS,21200.585,18118.046,3082.539,2438.068,1355.022,13554.163,14.619,13298.062,7251.449,183.896,620.912,149.882,57.586,22,22,22,0,True
sympy__sympy-22714,PASS,29604.8,26523.462,3081.338,2453.066,1430.862,21162.922,38.707,20769.462,7665.987,250.618,572.053,904.559,104.135,48,48,48,0,True
sympy__sympy-22840,PASS,39811.874,36644.205,3167.668,2456.853,1335.306,29836.335,49.656,29039.044,12739.791,581.621,621.031,2394.68,166.014,59,59,59,0,True
