instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
sphinx-doc__sphinx-10451,PASS,38020.858,35340.239,2680.619,3018.007,1866.411,28138.446,36.871,27697.314,10015.282,291.435,622.506,1694.869,112.826,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,25439.506,22898.911,2540.595,2512.782,1881.351,17566.888,20.328,17250.897,8212.559,223.484,621.027,316.863,72.179,33,33,33,0,True
sympy__sympy-11870,PASS,34879.528,32098.381,2781.147,2519.278,1409.977,26045.6,30.705,25237.336,11324.667,551.737,772.765,1350.762,225.822,49,49,47,2,True
sympy__sympy-12236,PASS,44830.562,42148.371,2682.191,2510.548,1301.884,35055.136,44.761,34289.983,15757.737,533.785,674.558,2606.245,186.607,64,64,64,0,True
sympy__sympy-12419,PASS,29419.249,26588.262,2830.986,2517.623,1328.818,21235.622,23.478,20603.799,9694.047,523.431,772.485,733.713,84.914,40,40,40,0,True
sympy__sympy-12454,PASS,18302.802,15752.205,2550.597,2509.901,1296.091,11118.364,13.189,10899.98,4196.107,160.433,721.407,106.442,44.762,21,21,21,0,True
sympy__sympy-12481,PASS,23034.967,20493.214,2541.753,2525.75,1423.713,15429.673,18.122,14945.75,6065.822,410.166,675.881,438.197,55.635,33,33,33,0,True
sympy__sympy-16503,PASS,19441.573,16727.317,2714.256,2534.909,1298.237,12001.716,13.753,11746.049,5783.936,189.07,771.154,121.302,52.844,22,22,22,0,True
sympy__sympy-18698,PASS,54485.282,51934.178,2551.104,2805.475,1412.487,41050.135,71.073,40255.59,14859.698,539.445,723.154,5942.928,184.027,93,93,92,1,True
sympy__sympy-20049,PASS,40448.646,37872.517,2576.129,2541.31,1418.775,31463.858,34.878,30867.505,16067.336,387.786,672.511,1776.063,173.689,53,53,53,0,True
sympy__sympy-20212,PASS,21334.21,18602.064,2732.147,2623.087,1295.406,13749.142,17.409,13502.241,5696.624,177.393,721.314,213.115,52.099,29,29,29,0,True
sympy__sympy-20639,PASS,19050.382,16536.28,2514.102,2527.772,1286.649,11883.038,13.97,11690.73,5479.459,132.534,721.562,117.259,45.804,23,23,23,0,True
sympy__sympy-21171,PASS,19016.091,16496.912,2519.179,2536.238,1321.152,11742.431,12.062,11540.211,5613.876,148.54,771.884,125.207,41.618,22,22,22,0,True
sympy__sympy-22714,PASS,27970.747,25486.296,2484.45,2567.505,1414.236,20179.406,29.531,19838.814,6934.179,237.527,671.532,653.618,73.534,48,48,48,0,True
sympy__sympy-22840,PASS,36790.962,33890.073,2900.889,2544.6,1314.198,27516.282,39.155,26867.792,10743.619,491.446,674.358,1840.634,117.889,59,59,59,0,True
