instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
pylint-dev__pylint-7080,PASS,18637.919,15604.893,3033.026,2432.921,1484.262,10977.722,15.74,10708.75,4131.233,192.673,523.779,186.209,60.559,22,22,22,0,True
pytest-dev__pytest-5221,PASS,27921.338,24696.99,3224.348,2366.839,1365.857,19725.917,28.532,19296.722,7844.416,306.462,624.67,613.707,94.201,40,40,40,0,True
scikit-learn__scikit-learn-14092,PASS,23317.374,20278.329,3039.045,2408.268,1509.183,15391.563,22.24,14761.199,5420.31,461.008,575.676,393.638,147.116,30,30,30,0,True
scikit-learn__scikit-learn-25570,PASS,28898.394,25708.474,3189.921,2424.224,1514.338,20747.254,30.198,20376.349,9604.04,209.23,576.44,446.219,131.477,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,32493.379,27848.074,4645.305,2696.114,1381.868,22341.802,32.857,21700.332,9758.961,418.523,622.819,805.471,190.09,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,41633.261,38182.919,3450.342,2425.009,1567.358,31183.496,48.441,30587.77,11329.888,382.593,673.934,2333.122,164.692,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,28989.814,25922.433,3067.382,2674.81,1627.493,20613.765,25.163,20165.93,10364.833,318.108,576.218,430.146,104.564,33,33,33,0,True
sympy__sympy-11870,PASS,39929.724,36843.08,3086.643,2433.001,1473.64,30480.205,48.674,29294.487,14266.246,651.081,625.25,1830.984,485.963,49,49,47,2,True
sympy__sympy-12236,PASS,50549.465,47467.658,3081.807,2420.197,1364.837,40082.33,63.34,39069.533,19875.766,659.367,724.452,2875.843,290.09,64,64,64,0,True
sympy__sympy-12419,PASS,33462.842,30370.525,3092.317,2423.564,1369.34,24931.739,35.701,24076.599,12353.76,673.339,622.999,1022.884,146.1,40,40,40,0,True
sympy__sympy-12454,PASS,19691.729,16482.579,3209.149,2422.107,1362.806,11940.662,15.14,11651.226,5126.299,214.1,623.138,133.866,60.196,21,21,21,0,True
sympy__sympy-12481,PASS,29844.935,22424.921,7420.014,2402.92,1478.716,17416.942,22.841,16901.808,7327.012,415.364,624.248,502.095,76.929,33,33,33,0,True
sympy__sympy-16503,PASS,21829.912,18795.441,3034.471,2444.178,1357.566,14247.265,15.209,13900.978,7476.477,254.664,571.91,174.521,76.414,22,22,22,0,True
sympy__sympy-18698,PASS,60397.35,57194.708,3202.642,2456.235,1477.209,45449.679,105.583,44415.42,17182.079,653.294,625.025,7186.56,275.382,93,93,92,1,True
sympy__sympy-20049,PASS,47951.413,44899.857,3051.556,2451.59,1487.032,38265.311,53.12,37233.677,21101.134,678.525,575.259,2120.665,299.989,53,53,53,0,True
sympy__sympy-20212,PASS,23754.3,20626.342,3127.958,2704.356,1364.19,15705.523,21.48,15386.656,6970.232,225.34,570.902,281.37,72.047,29,29,29,0,True
sympy__sympy-20639,PASS,21539.776,18516.515,3023.261,2452.228,1360.978,13926.226,15.271,13680.285,6959.896,173.458,620.826,156.256,57.212,23,23,23,0,True
sympy__sympy-21171,PASS,28844.2,18534.26,10309.94,2435.818,1382.58,13930.528,14.649,13661.578,7238.426,197.971,624.77,160.564,56.33,22,22,22,0,True
sympy__sympy-22714,PASS,30723.206,27633.462,3089.744,2469.693,1486.309,22197.453,37.874,21758.147,7849.845,297.535,572.804,907.202,103.897,48,48,48,0,True
sympy__sympy-22840,PASS,41137.415,37985.928,3151.487,2458.486,1381.588,31147.494,59.626,30270.903,12909.679,613.728,574.925,2423.436,203.237,59,59,59,0,True
