instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
mwaskom__seaborn-3407,PASS,56576.084,44375.359,12200.725,2520.175,1285.49,39658.114,24.466,39316.724,30770.733,224.437,573.189,338.39,92.487,32,32,32,0,True
pallets__flask-5063,PASS,28480.114,21250.343,7229.771,2505.569,1285.269,16404.402,22.051,16098.349,6118.012,192.699,619.749,435.354,91.303,37,37,37,0,True
pydata__xarray-4493,PASS,35463.197,32621.253,2841.944,2522.046,1395.612,27194.652,39.937,26789.536,14019.13,251.344,620.103,888.84,113.835,49,49,49,0,True
pylint-dev__pylint-7080,PASS,18254.678,14938.17,3316.509,2686.661,1379.088,10092.183,14.444,9874.595,3815.488,150.531,619.968,160.27,52.613,22,22,22,0,True
pytest-dev__pytest-5221,PASS,25996.928,23153.85,2843.078,2668.082,1272.304,18107.562,27.143,17758.833,7316.831,238.508,570.123,535.779,83.078,40,40,40,0,True
scikit-learn__scikit-learn-14092,PASS,21895.6,19055.964,2839.636,2552.827,1415.513,14072.755,20.964,13521.209,5016.289,402.476,673.58,341.289,128.106,30,30,30,0,True
scikit-learn__scikit-learn-25570,PASS,26718.272,23824.578,2893.694,2584.318,1423.534,18813.113,28.176,18513.134,8724.502,157.516,619.783,383.83,114.287,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,28436.154,25569.559,2866.594,2582.97,1290.474,20401.873,29.783,19741.676,8923.847,479.135,620.194,674.049,151.279,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,39599.487,36508.74,3090.747,3327.856,1914.664,28606.119,45.508,28116.651,10600.712,301.372,672.559,1987.542,142.588,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,27399.193,24491.537,2907.656,2575.414,1933.48,18878.403,23.47,18518.549,9554.028,246.677,719.859,384.381,89.707,33,33,33,0,True
sympy__sympy-11870,PASS,37920.192,34997.721,2922.471,2864.382,1398.8,27930.967,37.669,26834.339,13119.717,663.161,823.182,1980.39,395.798,49,49,47,2,True
sympy__sympy-12236,PASS,47983.872,44725.127,3258.745,2580.029,1286.565,37430.852,48.575,36613.439,18298.994,560.302,620.643,2807.039,208.536,64,64,64,0,True
sympy__sympy-12419,PASS,35957.71,28723.786,7233.924,2825.946,1282.072,22822.812,30.014,22089.32,11310.684,591.054,721.252,1071.705,112.424,40,40,40,0,True
sympy__sympy-12454,PASS,23574.448,16355.442,7219.006,2572.723,1286.894,11710.835,14.307,11475.706,4754.804,167.33,669.695,115.296,53.492,21,21,21,0,True
sympy__sympy-12481,PASS,24293.444,21408.823,2884.621,2858.69,1397.533,16038.777,21.488,15500.308,6784.615,449.879,670.874,442.948,67.102,33,33,33,0,True
sympy__sympy-16503,PASS,20744.323,17834.966,2909.356,2765.194,1299.691,13009.394,13.989,12730.451,6853.627,200.507,621.282,139.405,64.447,22,22,22,0,True
sympy__sympy-18698,PASS,56935.874,53930.666,3005.208,2876.773,1393.721,41754.698,76.997,40953.891,16011.301,529.769,720.728,7184.746,194.041,93,93,92,1,True
sympy__sympy-20049,PASS,44877.196,41850.385,3026.811,2859.646,1403.294,34585.708,42.708,33735.109,19291.079,586.763,770.934,2230.803,221.128,53,53,53,0,True
sympy__sympy-20212,PASS,22269.568,19234.544,3035.025,2608.809,1278.721,14392.685,20.834,14129.151,6437.938,178.267,719.768,234.56,64.433,29,29,29,0,True
sympy__sympy-20639,PASS,20656.328,17713.119,2943.209,2888.419,1279.597,12692.88,14.842,12489.412,6369.308,136.751,719.666,132.558,51.875,23,23,23,0,True
sympy__sympy-21171,PASS,20605.727,17637.489,2968.238,2772.089,1308.208,12703.419,13.935,12483.318,6640.129,155.527,719.725,134.048,50.639,22,22,22,0,True
sympy__sympy-22714,PASS,28871.258,25997.601,2873.657,2637.062,1400.232,20407.364,34.726,20071.755,7333.368,211.437,773.376,779.567,89.446,48,48,48,0,True
sympy__sympy-22840,PASS,38948.282,35598.133,3350.15,2868.76,1304.434,28489.377,46.184,27788.57,11910.943,511.513,771.389,2164.173,143.11,59,59,59,0,True
